organisation,federalState,media,transferType,period,amount
"Oberösterreichische Landesbank Aktiengesellschaft","AT-4","OÖ Ärzte",2,20171,8720
"Oberösterreichische Landesbank Aktiengesellschaft","AT-4","Weekend Magazin",2,20171,9556
"Oberösterreichische Rechtsanwaltskammer","AT-4","Kronen Zeitung",2,20171,19288
"Oberösterreichische Rechtsanwaltskammer","AT-4","ORF 2",2,20171,15197
"Oberösterreichische Rechtsanwaltskammer","AT-4","OÖ Nachrichten",2,20171,7687
"Oesterreichische Nationalbank","AT-9","Der Standard",2,20171,7480
"Oesterreichische Nationalbank","AT-9","GEWINN",2,20171,6634
"Oesterreichische Nationalbank","AT-9","Infoscreen",2,20171,11404
"Oesterreichische Nationalbank","AT-9","Kleine Zeitung",2,20171,6783
"Oesterreichische Nationalbank","AT-9","Kurier",2,20171,6783
"Oesterreichische Nationalbank","AT-9","ORF 2",2,20171,31500
"Oesterreichische Nationalbank","AT-9","OÖ Nachrichten",2,20171,6783
"Oesterreichische Nationalbank","AT-9","Salzburger Nachrichten",2,20171,6783
"Oesterreichische Nationalbank","AT-9","Tiroler Tageszeitung",2,20171,6783
"Oesterreichische Nationalbank","AT-9","trend.PREMIUM",2,20171,7047
"Oesterreichische Nationalbank","AT-9","Vorarlberger Nachrichten",2,20171,7198
"Oesterreichische Nationalbank","AT-9","orf.at",2,20171,17017
"Olympia Sport- und Veranstaltungszentrum Innsbruck GmbH","AT-7","Tiroler Tageszeitung",2,20171,10986
"Opernhaus Graz GmbH","AT-6","Kleine Zeitung",2,20171,47181
"ORF Landesstudio Marketing GmbH & Co KG","AT-7","Weekend Magazin",2,20171,14573
"ORF Marketing & Creation GmbH & Co KG","AT-9","Falter",2,20171,6240
"ORF Marketing & Creation GmbH & Co KG","AT-9","Wiener Zeitung",2,20171,5633
"ORF-Enterprise GmbH & Co KG","AT-9","Horizont",2,20171,24358
"ORF-Enterprise GmbH & Co KG","AT-9","medianet",2,20171,6500
"ORS comm GmbH & Co KG","AT-9","Österreich",2,20171,29500
"Osterfestspiele Salzburg GmbH","AT-5","Salzburger Nachrichten",2,20171,10204
"OÖ Thermenholding GmbH","AT-4","Bezirksrundschau Oberösterreich",2,20171,10277
"OÖ Thermenholding GmbH","AT-4","Neues Volksblatt",2,20171,6000
"OÖ Thermenholding GmbH","AT-4","Tips",2,20171,9430
"OÖ Thermenholding GmbH","AT-4","google.at",2,20171,47613
"OÖ Verkehrsverbund-Organisations GmbH Nfg.& Co KG","AT-4","Tips",2,20171,5236
"Oö. Theater und Orchester GmbH","AT-4","LT1",2,20171,9000
"OÖ. Touristik GmbH","AT-4","google.com",2,20171,47365
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","Antenne Steiermark",2,20171,11411
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","bergfex.at",2,20171,6920
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","Hitradio Ö3",2,20171,18876
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","Kleine Zeitung",2,20171,17019
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","Kronen Zeitung",2,20171,18885
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","ORF 2",2,20171,27641
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","ORF Radio Oberösterreich",2,20171,5943
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","ORF Radio Steiermark",2,20171,20725
"Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.","AT-6","OÖ Nachrichten",2,20171,5946
"PROHOLZ - Verband der steirischen Forst- und Holzwirtschaft","AT-6","Business Monat",2,20171,9450
"Rail Cargo Austria Aktiengesellschaft","AT-9","GEWINN",2,20171,5123
"Rail Cargo Austria Aktiengesellschaft","AT-9","Kurier",2,20171,7791
"Rechtsanwaltskammer für Kärnten","AT-2","ORF Radio Kärnten",2,20171,5580
"Rechtsanwaltskammer Niederösterreich","AT-3","NÖN",2,20171,13650
"Rechtsanwaltskammer Wien","AT-9","Die Presse",2,20171,19320
"RIZ Niederösterreichs Gründeragentur Ges.m.b.H.","AT-3","Die Presse",2,20171,5000
"RIZ Niederösterreichs Gründeragentur Ges.m.b.H.","AT-3","NÖN",2,20171,9250
"RIZ Niederösterreichs Gründeragentur Ges.m.b.H.","AT-3","google.at",2,20171,8254
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Freier Rundfunk Salzburg, Verein zur Förderung von freien, lokalen Radio- und Fernsehprojekten",4,20171,159000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","4M Digital Media OG",4,20171,49570
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","A. Digital Errichtungs- und Beteiligungs GmbH",4,20171,1018350
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","AGORA-Verein Arbeitsgemeinschaft offenes Radio - Avtonomno gibanje odprtega radia",4,20171,120000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Alpenfunk GmbH",4,20171,29090
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Antenne Österreich und Medieninnovationen GmbH",4,20171,180994
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Antenne Österreich und Medieninnovationen GmbH",4,20171,412713
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Antenne Österreich und Medieninnovationen GmbH",4,20171,219743
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Antenne Kärnten Regionalradio GmbH & Co KG",4,20171,175996
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Antenne Steiermark Regionalradio GmbH & Co KG",4,20171,199289
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","ATV Privat TV GmbH & Co KG",4,20171,1503282
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Außerferner Medien Gesellschaft m.b.H.",4,20171,53816
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Bad Kleinkirchheimer SAT- Kabelfernsehen GmbH",4,20171,40480
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Bezirks TV St. Veit Produktions- und Vertriebs Ges.m.b.H.",4,20171,50000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Bezirks TV Vöcklabruck GmbH",4,20171,273000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Bohmann Druck- und Verlag - Gesellschaft m.b.H. & Co. KG.",4,20171,200000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Campus Radio St. Pölten",4,20171,110000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","COMMIT - Community Medien Institut für Weiterbildung, Forschung und Beratung",4,20171,75000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Community TV Salzburg Gemeinnützige Betriebs GmbH",4,20171,237000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Community TV-GmbH",4,20171,392204
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","CULTURCENTRUM WOLKENSTEIN",4,20171,103800
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Dachverband für Kultur- und Medieninitiativen und Jugend",4,20171,125000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","DORF TV GmbH",4,20171,283013
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Dr. Rainer Hilbrand (Ausseer Regionalfernsehen)",4,20171,62112
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Elektrizitätswerke Frastanz Gesellschaft m.b.H.",4,20171,15642
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Entspannungsfunk Gesellschaft mbH",4,20171,81429
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","ERF Medien Österreich GmbH",4,20171,47541
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","ERF Medien Österreich GmbH",4,20171,82372
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","FHW Fachhochschul-Studiengänge Betriebs- und Forschungseinrichtungen der Wiener Wirtschaft GmbH",4,20171,22895
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Forum Journalismus TV/Radio",4,20171,73749
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Freier Rundfunk Freistadt GmbH",4,20171,112800
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Freier Rundfunk Oberösterreich GmbH",4,20171,161269
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Freies Radio B 138, Verein zur Förderung freier, nichtkommerzieller Radioprojekte im Kremstal",4,20171,96145
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Freies Radio Innsbruck FREIRAD Verein zur Förderung der Medienvielfalt und der Freiheit der Meinungsäußerung",4,20171,156818
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Freies Radio Salzkammergut - Verein zur Förderung freier, nichtkommerzieller Radioprojekte im Salzkammergut (FRS)",4,20171,133381
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Gerhard Scott",4,20171,79475
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","gotv Fernseh-GmbH",4,20171,88968
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","HT1 Medien GmbH",4,20171,71732
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Image Line Medienproduktion GmbH",4,20171,25000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Kabel-TV Lampert GmbH & CoKG",4,20171,147557
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","kanal3 Regionalfernseh GmbH",4,20171,201630
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Kapfer Kunsthandel und Filmproduktion Ges. mbH",4,20171,27373
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Kirchliche Stiftung Radio Stephansdom",4,20171,166395
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","KRONEHIT Radiobetriebs GmbH.",4,20171,200690
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","KT1 Privatfernsehen GmbH",4,20171,103210
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Life Radio GmbH & Co.KG",4,20171,211111
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Livetunes Network GmbH",4,20171,49848
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Lokalradio Innsbruck GmbH",4,20171,23000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","LT1 Privatfernsehen GmbH",4,20171,175000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Ländle TV GmbH",4,20171,156405
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Mag. Horst Gründler",4,20171,35730
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Medien- und Kommunikationszentrum Nördliches Niederösterreich",4,20171,89000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Medienwerkstatt Linz",4,20171,19020
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Mein Kinderradio Ltd.",4,20171,69352
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","MEMA Medien- Marketing GmbH",4,20171,35000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","MMag. Elisabeth Keplinger-Radler (Mühlviertel TV)",4,20171,40000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Montafonerbahn Aktiengesellschaft",4,20171,51662
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Murauer Stadtwerke Gesellschaft m.b.H.",4,20171,22935
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","N & C Privatradiobetriebs GmbH",4,20171,182032
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","N1 Niederösterreich TV Fernseh GmbH",4,20171,50000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","P3-Kabel-news GmbH",4,20171,50000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","PIWImedia GmbH",4,20171,61440
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Power of Earth Productions TV & Film Produktions Ges.m.b.H.",4,20171,80000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Puls 4 TV GmbH & Co KG",4,20171,1753057
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","R9 Regional TV Austria GmbH",4,20171,258352
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","RADIO ALPINA Media KG",4,20171,23144
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Arabella GmbH",4,20171,210257
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Arabella Niederösterreich GmbH & Co KG",4,20171,83754
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Arabella Oberösterreich GmbH & Co KG",4,20171,137078
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Eins Privatradio GmbH",4,20171,305998
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Grün Weiß GmbH",4,20171,106736
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Gymnasium",4,20171,83360
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Helsinki, Verein Freies Radio Steiermark",4,20171,142014
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Maria Österreich - Der Sender mit Sendung",4,20171,14046
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Oberland GmbH",4,20171,20000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Osttirol GesmbH",4,20171,127706
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Radio Ö24 Oberösterreich GmbH",4,20171,57293
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Red Bull Media House GmbH",4,20171,1633606
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Regional Media Group GmbH",4,20171,30000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Regionalradio Tirol GmbH",4,20171,166293
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","RKM Regional Kabel-TV Mölltal und Telekommunikation GmbH & Co KG",4,20171,14712
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","RTS-Regionalfernsehen GmbH",4,20171,177000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","RTV Regionalfernsehen GmbH",4,20171,50300
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","salzi media OG",4,20171,50050
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Schallwellen Lounge GmbH",4,20171,68180
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","SL Multimedia GmbH & Co KG",4,20171,48365
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Soundportal Graz GmbH",4,20171,194763
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Superfly Radio GmbH",4,20171,61949
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Tirol TV GmbH",4,20171,194300
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","U1 Tirol Medien GmbH",4,20171,102000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Ursula Parzer-Hofer - STV1 regional TV Bad Ischl",4,20171,65000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Verband Freier Radios Österreich",4,20171,5460
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Verein Privatsenderpraxis",4,20171,205000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Verein zur Förderung und Unterstützung von Freien Lokalen Nichtkommerziellen Radioprojekten (Kurzname: Freies Radio Wien)",4,20171,211350
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Vorarlberger Regionalradio GmbH",4,20171,175877
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Vulkan TV GmbH",4,20171,65151
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","W24 Programm GmbH",4,20171,388853
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Welle 1 Graz Der Rocksender GmbH",4,20171,85000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Welle 1 Oberösterreich GmbH",4,20171,27280
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Welle Salzburg GmbH",4,20171,110000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Welle Salzburg GmbH",4,20171,300000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Weststeirische Regionalfernseh GmbH",4,20171,67425
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","Wirth GmbH",4,20171,61100
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","WNTV GmbH",4,20171,80000
"Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH)","AT-9","WT 1 Privatfernsehen GmbH",4,20171,40000
"Salzburg 20.16 GmbH","AT-5","Salzburger Bauer",2,20171,6376
"Salzburg AG für Energie, Verkehr und Telekommunikation","AT-5","Kronen Zeitung",2,20171,5380
"Salzburg AG für Energie, Verkehr und Telekommunikation","AT-5","ORF 2",2,20171,9435
"Salzburg AG für Energie, Verkehr und Telekommunikation","AT-5","Salzburger Nachrichten",2,20171,7988
"Salzburg Management GmbH University of Salzburg Business School","AT-5","Das österreichische Industriemagazin",2,20171,5040
"Salzburg Management GmbH University of Salzburg Business School","AT-5","Die Presse",2,20171,6962
"Salzburg Management GmbH University of Salzburg Business School","AT-5","Salzburger Nachrichten",2,20171,10889
"Salzburg Management GmbH University of Salzburg Business School","AT-5","google.at",2,20171,5455
"Salzburger Flughafen GmbH","AT-5","Salzburger Nachrichten",2,20171,9350
"Salzburger Gebietskrankenkasse","AT-5","Salzburger Wirtschaft",2,20171,5905
"Salzburger Gebietskrankenkasse","AT-5","Salzburger Woche",2,20171,5324
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","ATV",2,20171,6072
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","Die Bunte (Zeitung)",2,20171,11550
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","Kabel 1 austria",2,20171,8460
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","ORF 2",2,20171,69309
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","ORF eins",2,20171,21420
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","ProSieben Austria",2,20171,7896
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","Puls 4",2,20171,9800
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","Servus TV",2,20171,5857
"SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.","AT-5","google.at",2,20171,33696
"Schallaburg Kulturbetriebsges.m.b.H.","AT-3","NÖN",2,20171,9204
"Schauspielhaus Graz GmbH","AT-6","Kleine Zeitung",2,20171,19896
"Schauspielhaus Wien GmbH","AT-9","Falter",2,20171,7687
"Schischaukel Mönichkirchen-Mariensee GmbH","AT-3","Kronehit",2,20171,7074
"Schloß Hofen - Wissenschafts- und Weiterbildungs-Gesellschaft mbH","AT-8","Vorarlberger Nachrichten",2,20171,10736
"Schloß Hofen - Wissenschafts- und Weiterbildungs-Gesellschaft mbH","AT-8","Wann & Wo",2,20171,9100
"Schloß Hofen - Wissenschafts- und Weiterbildungs-Gesellschaft mbH","AT-8","vol.at",2,20171,5250
"Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.","AT-9","Infoscreen",2,20171,5694
"Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.","AT-9","ORF Radio Niederösterreich",2,20171,10699
"Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.","AT-9","ORF Radio Wien",2,20171,5239
"Schoeller Münzhandel GmbH","AT-9","Kleine Zeitung",2,20171,16440
"Schöckl Seilbahn GmbH","AT-6","ORF Radio Steiermark",2,20171,12509
"simpli services GmbH & Co KG","AT-9","ORF 2",2,20171,18275
"Sonnentherme BetriebsgesmbH","AT-1","VOR Magazin",2,20171,15750
"Sozialversicherungsanstalt der Bauern","AT-9","Österreichische BauernZeitung - Gesamtausgabe",2,20171,10000
"Sparkasse Bregenz Bank Aktiengesellschaft","AT-8","ORF eins",2,20171,7155
"Stadt Graz","AT-6","Kleine Zeitung",2,20171,28007
"Stadt Graz","AT-6","Kronen Zeitung",2,20171,13701
"Stadt Innsbruck","AT-7","Kronen Zeitung",2,20171,14500
"Stadt Innsbruck","AT-7","Innsbrucker Verschönerungsverein",4,20171,43000
"Stadt Klagenfurt am Wörthersee","AT-2","Der Standard",2,20171,8800
"Stadt Klagenfurt am Wörthersee","AT-2","Die Presse",2,20171,8960
"Stadt Klagenfurt am Wörthersee","AT-2","Kleine Zeitung",2,20171,12786
"Stadt Klagenfurt am Wörthersee","AT-2","Kronen Zeitung",2,20171,10491
"Stadt Klagenfurt am Wörthersee","AT-2","KT1",2,20171,7180
"Stadt Klagenfurt am Wörthersee","AT-2","Woche Kärnten",2,20171,8745
"Stadt Klagenfurt am Wörthersee","AT-2","Österreich",2,20171,7500
"Stadt Linz","AT-4","LT1",2,20171,6822
"Stadt Linz","AT-4","OÖ Nachrichten",2,20171,5007
"Stadt Linz","AT-4","FRO GmbH",4,20171,180000
"Stadt Linz","AT-4","servus.at",4,20171,48000
"Stadt Salzburg","AT-5","Community TV Salzburg Gemeinnützige BetriebsgesmbH",4,20171,20000
"Stadt Salzburg","AT-5","Literaturforum Leselampe",4,20171,14500
"Stadt Salzburg","AT-5","Otto Müller Verlag",4,20171,19000
"Stadt Salzburg","AT-5","Verein Freier Rundfunk Salzburg",4,20171,63000
"Stadt Wels","AT-4","Bezirksrundschau Oberösterreich",2,20171,5376
"Stadt Wien","AT-9","24 Stunden Energie!",2,20171,16005
"Stadt Wien","AT-9","88.6 - Der Musiksender",2,20171,10017
"Stadt Wien","AT-9","A la Carte",2,20171,22800
"Stadt Wien","AT-9","all4family",2,20171,5005
"Stadt Wien","AT-9","arabscop",2,20171,12500
"Stadt Wien","AT-9","Austrian Business Woman",2,20171,12000
"Stadt Wien","AT-9","Baby Express / Familienwelt",2,20171,15142
"Stadt Wien","AT-9","biber",2,20171,29611
"Stadt Wien","AT-9","Bio Magazin",2,20171,5276
"Stadt Wien","AT-9","BÜHNE",2,20171,8955
"Stadt Wien","AT-9","bz - Wiener Bezirkszeitung",2,20171,95293
"Stadt Wien","AT-9","connoisseur circle",2,20171,6276
"Stadt Wien","AT-9","Das Wien",2,20171,24240
"Stadt Wien","AT-9","Das Wiener Bezirksblatt",2,20171,95978
"Stadt Wien","AT-9","dbz - donaustädter bezirkszeitung",2,20171,8118
"Stadt Wien","AT-9","Dein Bezirk - Das Magazin für Liesing & Perchtoldsdorf & Mödling",2,20171,7200
"Stadt Wien","AT-9","Dein Bezirk Nord",2,20171,7000
"Stadt Wien","AT-9","Der Standard",2,20171,110646
"Stadt Wien","AT-9","Die Furche",2,20171,7532
"Stadt Wien","AT-9","Die Ganze Woche",2,20171,42548
"Stadt Wien","AT-9","Die Presse",2,20171,62468
"Stadt Wien","AT-9","Die Presse am Sonntag",2,20171,51500
"Stadt Wien","AT-9","DINERS CLUB",2,20171,5335
"Stadt Wien","AT-9","dot.",2,20171,10694
"Stadt Wien","AT-9","Energy 104.2",2,20171,10050
"Stadt Wien","AT-9","ExtraDienst",2,20171,15070
"Stadt Wien","AT-9","Faktum",2,20171,12051
"Stadt Wien","AT-9","Falstaff-Magazin",2,20171,9166
"Stadt Wien","AT-9","Falter",2,20171,25200
"Stadt Wien","AT-9","Fratz & Co",2,20171,13386
"Stadt Wien","AT-9","GEWINN",2,20171,31979
"Stadt Wien","AT-9","H.O.M.E.",2,20171,9700
"Stadt Wien","AT-9","Heute",2,20171,657857
"Stadt Wien","AT-9","Horizont",2,20171,7527
"Stadt Wien","AT-9","Infoscreen",2,20171,48454
"Stadt Wien","AT-9","Kinder und Eltern",2,20171,5220
"Stadt Wien","AT-9","Kosmo",2,20171,28260
"Stadt Wien","AT-9","Kronen Zeitung",2,20171,574923
"Stadt Wien","AT-9","Kurier",2,20171,254798
"Stadt Wien","AT-9","look!wienlive",2,20171,49600
"Stadt Wien","AT-9","Lust aufs Leben",2,20171,5422
"Stadt Wien","AT-9","Madonna mit Österreich",2,20171,49265
"Stadt Wien","AT-9","medianet",2,20171,12105
"Stadt Wien","AT-9","miss",2,20171,5525
"Stadt Wien","AT-9","MONEY SPEZIAL",2,20171,177346
"Stadt Wien","AT-9","NEWS",2,20171,65191
"Stadt Wien","AT-9","ORF III",2,20171,19891
"Stadt Wien","AT-9","ORF Radio Wien",2,20171,15000
"Stadt Wien","AT-9","Pressburger Zeitung",2,20171,6589
"Stadt Wien","AT-9","profil",2,20171,50685
"Stadt Wien","AT-9","Radio Arabella 92.9 - Wien",2,20171,9934
"Stadt Wien","AT-9","Radio Stephansdom",2,20171,5976
"Stadt Wien","AT-9","Radio Ö24 102.5",2,20171,9992
"Stadt Wien","AT-9","Ray",2,20171,8245
"Stadt Wien","AT-9","schau",2,20171,22310
"Stadt Wien","AT-9","Skip",2,20171,12920
"Stadt Wien","AT-9","Sonntag - Österreich",2,20171,62951
"Stadt Wien","AT-9","Sportmagazin",2,20171,8967
"Stadt Wien","AT-9","Style up your life! Ladies",2,20171,14467
"Stadt Wien","AT-9","The Gap",2,20171,5723
"Stadt Wien","AT-9","trend",2,20171,13867
"Stadt Wien","AT-9","tv-media",2,20171,63822
"Stadt Wien","AT-9","UG - Unsere Generation",2,20171,5800
"Stadt Wien","AT-9","Universum Magazin",2,20171,5984
"Stadt Wien","AT-9","VOR Magazin",2,20171,44575
"Stadt Wien","AT-9","Weekend Magazin",2,20171,13221
"Stadt Wien","AT-9","Wien Live",2,20171,34300
"Stadt Wien","AT-9","Wiener",2,20171,5789
"Stadt Wien","AT-9","Wienerin",2,20171,8287
"Stadt Wien","AT-9","WIRTSCHAFTS & KOMMUNALFÜHRER FÜR DIE STADT WIEN",2,20171,6966
