organisation,federalState,media,transferType,period,amount
"VERBUND AG","AT-9","Unternehmer Magazin (D)",2,20124,16119.8
"VERBUND AG","AT-9","tv-media",2,20124,6905.57
"VERBUND AG","AT-9","trend",2,20124,12564.38
"VERBUND AG","AT-9","Terra Mater",2,20124,5685.23
"VERBUND AG","AT-9","Servus TV",2,20124,26745.63
"VERBUND AG","AT-9","Servus in Stadt & Land",2,20124,11638.68
"VERBUND AG","AT-9","SAT.1 Österreich",2,20124,36594.55
"VERBUND AG","AT-9","Salzburger Nachrichten",2,20124,61259.55
"VERBUND AG","AT-9","RTL",2,20124,22572.6
"VERBUND AG","AT-9","Radio Energy",2,20124,11609.89
"VERBUND AG","AT-9","Der Standard",2,20124,97459.91
"VERBUND AG","AT-9","Das Wiener Bezirksblatt",2,20124,18657.53
"VERBUND AG","AT-9","CSR Jahrbuch",2,20124,8329.67
"VERBUND AG","AT-9","Cafe Puls",2,20124,25583.68
"VERBUND AG","AT-9","ATV",2,20124,53548.54
"VERBUND AG","AT-9","Antenne Wien",2,20124,6169.51
"VERBUND AG","AT-9","a3ECO",2,20124,17193.12
"VERBUND AG","AT-9","88.6 - Der Musiksender",2,20124,16489.41
"VERBUND AG","AT-9","Antenne Steiermark",2,20124,25388.64
"VERBUND AG","AT-9","Radio Arabella 92.9 - Wien",2,20124,10768.59
"VERBUND AG","AT-9","Puls 4",2,20124,42618.41
"VERBUND AG","AT-9","profil",2,20124,33902.92
"VERBUND AG","AT-9","ProSieben Austria",2,20124,85147.91
"VERBUND AG","AT-9","Österreich",2,20124,53686.71
"VERBUND AG","AT-9","ORF 2",2,20124,97086.14999999999
"VERBUND AG","AT-9","ORF eins",2,20124,16243.5
"VERBUND AG","AT-9","OÖ Nachrichten",2,20124,42656.85
"VERBUND AG","AT-9","NÖN",2,20124,34527.59
"VERBUND AG","AT-9","NEWS",2,20124,90794.55
"VERBUND AG","AT-9","Life Radio",2,20124,28169.72
"VERBUND AG","AT-9","Kurier",2,20124,53124.38
"VERBUND AG","AT-9","Kronen Zeitung",2,20124,46019.66
"VERBUND AG","AT-9","Kronehit",2,20124,27424.34
"VERBUND AG","AT-9","Kleine Zeitung",2,20124,46597.52
"VERBUND AG","AT-9","Kabel 1 austria",2,20124,33655.95
"VERBUND Sales GmbH","AT-9","Antenne Steiermark",2,20124,25388.64
"VERBUND Sales GmbH","AT-9","88.6 - Der Musiksender",2,20124,16489.41
"VERBUND Sales GmbH","AT-9","gmx.at",2,20124,11588.5
"VERBUND Sales GmbH","AT-9","derstandard.at",2,20124,10000
"VERBUND Sales GmbH","AT-9","Radio Energy",2,20124,11609.89
"VERBUND Sales GmbH","AT-9","Radio Arabella 92.9 - Wien",2,20124,10768.59
"VERBUND Sales GmbH","AT-9","MADONNA (Österreich)",2,20124,9639
"VERBUND Sales GmbH","AT-9","Life Radio",2,20124,28169.72
"VERBUND Sales GmbH","AT-9","Kronehit",2,20124,27424.34
"VERBUND Sales GmbH","AT-9","Hitradio Ö3",2,20124,154859.04
"VERBUND Sales GmbH","AT-9","Hit FM",2,20124,5384.3
"VERBUND Sales GmbH","AT-9","Google Ireland Limited",2,20124,23320.75
"VERBUND Sales GmbH","AT-9","Das Wiener Bezirksblatt",2,20124,14161
"VERBUND Sales GmbH","AT-9","Antenne Wien",2,20124,6169.51
"Agrarmarketing Tirol (Verein)","AT-7","Tiroler Tageszeitung",2,20124,44822.14
"Agrarmarketing Tirol (Verein)","AT-7","Bezirksblätter",2,20124,41625.17
"Agrarmarketing Tirol (Verein)","AT-7","Life Radio",2,20124,10701.32
"Agrarmarketing Tirol (Verein)","AT-7","Antenne/U1",2,20124,8330
"Agrarmarketing Tirol (Verein)","AT-7","Österreichische Bauernzeitung",2,20124,54298
"Agrarmarketing Tirol (Verein)","AT-7","Tirolerin",2,20124,7350
"Agrarmarketing Tirol (Verein)","AT-7","Landwirtschaftliche Blätter",2,20124,6618
"Agrarmarketing Tirol (Verein)","AT-7","Weekend",2,20124,8349.700000000001
"Agrarmarketing Tirol (Verein)","AT-7","ORF",2,20124,61671.42
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","ORF Enterprise",2,20124,35100
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Kurier",2,20124,7680
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Wien Tourismus",2,20124,5197
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Eduscho Austria GmbH",2,20124,8800
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","AEGIS Media",2,20124,6548.47
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Topaz Media",2,20124,6796.36
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Ö1 Kommunikation",2,20124,5250
"Vereinigte Bühnen Wien Ges.m.b.H.","AT-9","Die Presse",2,20124,18555
"Verkehrsverbund Kärnten GesmbH","AT-2","ORF Kärnten",2,20124,10251
"Verkehrsverbund Tirol GesmbH.","AT-7","Tiroler Tageszeitung",2,20124,31492.33
"Verkehrsverbund Tirol GesmbH.","AT-7","Kronen Zeitung",2,20124,16584.24
"Verkehrsverbund Tirol GesmbH.","AT-7","Tirol TV",2,20124,8824.290000000001
"Verkehrsverbund Tirol GesmbH.","AT-7","Weekend",2,20124,6542.55
"Verkehrsverbund Tirol GesmbH.","AT-7","Bezirksblätter",2,20124,30358.78
"VEST Veranstaltungsservice Traun GmbH","AT-4","Tips",2,20124,11503.41
"Vienna Film Commission GmbH","AT-9","VARIETY",2,20124,9324.6
"Vienna Film Commission GmbH","AT-9","Viennale",2,20124,7495.95
"Volksoper Wien GmbH","AT-9","Kronen Zeitung",2,20124,8000
"Volkstheater Gesellschaft m.b.H.","AT-9","Infoscreen",2,20124,13535.7
"Vorarlberg Tourismus GmbH","AT-8","Tagesanzeiger",2,20124,17241.47
"Vorarlberg Tourismus GmbH","AT-8","NZZamSonntag",2,20124,10495.8
"Vorarlberg Tourismus GmbH","AT-8","Lidove Noviny",2,20124,6450
"Vorarlberg Tourismus GmbH","AT-8","Erlebnis Vorarlberg",2,20124,8000
"Vorarlberg Tourismus GmbH","AT-8","Vorarlberger Nachrichten",2,20124,15225
"Vorarlberg Tourismus GmbH","AT-8","ALPS Magazin",2,20124,9000
"Vorarlberg Tourismus GmbH","AT-8","Mlada Fronta Dnes",2,20124,6450
"Vorarlberg Tourismus GmbH","AT-8","Gazeta Wyborcza",2,20124,8900
"Vorarlberg Tourismus GmbH","AT-8","NZZ",2,20124,10889.11
"Vorarlberger Energienetze GmbH","AT-8","Vorarlberger Wirtschaft",2,20124,7200
"Vorarlberger Energienetze GmbH","AT-8","ORF Vorarlberg",2,20124,15052
"Vorarlberger Gebietskrankenkasse","AT-8","Russmedia",2,20124,19106.01
"Vorarlberger Illwerke Aktiengesellschaft","AT-8","ORF Vorarlberg",2,20124,8052
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","Vorarlberger Nachrichten",2,20124,122285.26
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","ORF Vorarlberg",2,20124,17382.54
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","vol.at",2,20124,19863.31
"Vorarlberger Kraftwerke Aktiengesellschaft","AT-8","Vorarlberger Wirtschaft",2,20124,7200
"Vorarlberger Krankenhaus-Betriebsgesellschaft mit beschränkter Haftung","AT-8","Vorarlberger Nachrichten",2,20124,14069
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Vorarlberger Nachrichten",2,20124,103495.63
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Der Standard",2,20124,26680
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","vol.at",2,20124,25022.09
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","OÖ Nachrichten",2,20124,24473.41
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Kurier",2,20124,19175
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","WirtschaftsBlatt",2,20124,17800
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Regionalzeitung",2,20124,15776.7
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Kleine Zeitung",2,20124,13702.58
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","FORMAT",2,20124,13500
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Bezirksrundschau Oberösterreich",2,20124,9791.280000000001
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","ORF Radio Vorarlberg",2,20124,9750
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","St. Galler Nachrichten",2,20124,9068.99
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Vorarlberger Wirtschaft",2,20124,9000
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","FUCHS Verlag Geldanlagebuch",2,20124,6900
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","der Grazer",2,20124,6471
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Der Walser",2,20124,5139.21
"Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft","AT-8","Institutional Money",2,20124,6292.5
"Wels Marketing & Touristik GmbH","AT-4","HT1",2,20124,5376.99
"Wels Marketing & Touristik GmbH","AT-4","Bezirksrundschau Oberösterreich",2,20124,7380
"Wels Marketing & Touristik GmbH","AT-4","Hitradio Ö3",2,20124,19310.38
"Wels Marketing & Touristik GmbH","AT-4","ORF Radio Oberösterreich",2,20124,15000
"Wels Marketing & Touristik GmbH","AT-4","Die Oberösterreicherin",2,20124,12000
"Wels Marketing & Touristik GmbH","AT-4","Life Radio",2,20124,5178
"Wels Marketing & Touristik GmbH","AT-4","OÖ Nachrichten",2,20124,13563.61
"WH Medien GmbH","AT-9","Wiener Wirtschaft",2,20124,5040
"WH Medien GmbH","AT-9","Manstein Verlag",2,20124,5626.5
"WH Medien GmbH","AT-9","Infoscreen",2,20124,18708
"WH Medien GmbH","AT-9","medianet",2,20124,10000
"WH Medien GmbH","AT-9","bz - Wiener Bezirkszeitung",2,20124,11952
"WIENER NETZE GmbH","AT-9","Haustec praxis",2,20124,5800
"WIENER NETZE GmbH","AT-9","Kronen Zeitung",2,20124,15606.7
"WIENER NETZE GmbH","AT-9","energie:bau",2,20124,6172.21
"WIENER NETZE GmbH","AT-9","Installateur",2,20124,5113.6
"WIENER NETZE GmbH","AT-9","Haustec Exclusiv",2,20124,6700
"WIEN ENERGIE GmbH","AT-9","GEWINN",2,20124,19977.12
"WIEN ENERGIE GmbH","AT-9","Frisch gekocht & besser leben",2,20124,8491.5
"WIEN ENERGIE GmbH","AT-9","Bezirkszeitung",2,20124,11721.31
"WIEN ENERGIE GmbH","AT-9","watchado.net",2,20124,16990
"WIEN ENERGIE GmbH","AT-9","SK Rapid Wien Fanartikelkatalog",2,20124,8000
"WIEN ENERGIE GmbH","AT-9","Radio Energy",2,20124,8000
"WIEN ENERGIE GmbH","AT-9","Austrian Business Woman",2,20124,5100
"WIEN ENERGIE GmbH","AT-9","W24",2,20124,7140
"WIEN ENERGIE GmbH","AT-9","Wirtschaftsnachrichten Special",2,20124,6950.07
"WIEN ENERGIE GmbH","AT-9","ORF 2",2,20124,57342.5
"WIEN ENERGIE GmbH","AT-9","ORF eins",2,20124,38887.5
"WIEN ENERGIE GmbH","AT-9","public",2,20124,7848.9
"WIEN ENERGIE GmbH","AT-9","Infoscreen",2,20124,37481.56
"WIEN ENERGIE GmbH","AT-9","VOX",2,20124,25169.93
"WIEN ENERGIE GmbH","AT-9","RTL II",2,20124,37062.72
"WIEN ENERGIE GmbH","AT-9","RTL",2,20124,33710.26
"WIEN ENERGIE GmbH","AT-9","ATV",2,20124,37442.61
"WIEN ENERGIE GmbH","AT-9","SAT.1 Österreich",2,20124,37454.97
"WIEN ENERGIE GmbH","AT-9","ProSieben Austria",2,20124,37461.16
"WIEN ENERGIE GmbH","AT-9","Kabel 1 austria",2,20124,45034.28
"WIEN ENERGIE GmbH","AT-9","ORF Radio Wien",2,20124,20000
"WIEN ENERGIE GmbH","AT-9","Puls 4",2,20124,37099.44
"WIEN ENERGIE GmbH","AT-9","Cafe Puls",2,20124,36688.76
"WIEN ENERGIE GmbH","AT-9","FAIRliving",2,20124,8500
"WIEN ENERGIE GmbH","AT-9","Avida",2,20124,5095.75
"WIEN ENERGIE GmbH","AT-9","WirtschaftsBlatt",2,20124,17850
"WIEN ENERGIE GmbH","AT-9","Weekend",2,20124,5967
"WIEN ENERGIE GmbH","AT-9","tv-media",2,20124,14287.15
"WIEN ENERGIE GmbH","AT-9","Der Standard",2,20124,33818
"WIEN ENERGIE GmbH","AT-9","Sportmagazin",2,20124,7145.53
"WIEN ENERGIE GmbH","AT-9","profil",2,20124,7591.46
"WIEN ENERGIE GmbH","AT-9","Pro Umwelt",2,20124,5083
"WIEN ENERGIE GmbH","AT-9","Die Presse",2,20124,35329.53
"WIEN ENERGIE GmbH","AT-9","Österreich",2,20124,68210.99000000001
"WIEN ENERGIE GmbH","AT-9","NEWS",2,20124,9008.84
"WIEN ENERGIE GmbH","AT-9","Madonna",2,20124,17812.3
"WIEN ENERGIE GmbH","AT-9","Kurier",2,20124,39593
"WIEN ENERGIE GmbH","AT-9","Kronen Zeitung",2,20124,87379.14999999999
"WIEN ENERGIE GmbH","AT-9","Heute",2,20124,44335.48
"WIEN ENERGIE GmbH","AT-9","GUSTO",2,20124,6208.1
"WIEN ENERGIE GmbH","AT-9","24 Stunden für Wien",2,20124,168000
"WIEN ENERGIE GmbH","AT-9","rapid.at",2,20124,42000
"WIEN ENERGIE GmbH","AT-9","facebook.com",2,20124,8691.5
"WIEN ENERGIE GmbH","AT-9","Rapid Magazin",2,20124,7600
"WIEN ENERGIE GmbH","AT-9","SK Rapid Wien Stadionzeitung",2,20124,10860
"WIEN ENERGIE GmbH","AT-9","Energie!",2,20124,29500
"WIENER NETZE GmbH","AT-9","24 Stunden für Wien",2,20124,35000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","FORUM  Gas Wasser Wärme",2,20124,6600
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Kurier",2,20124,8633.879999999999
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","NÖ Gemeinde",2,20124,5800
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","NÖ Wirtschaft",2,20124,13265.1
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Die Presse",2,20124,9571.68
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","profil",2,20124,7591.46
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Skip",2,20124,7650
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Der Standard",2,20124,11119.28
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","TGA",2,20124,5992.5
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","tv-media",2,20124,8901.120000000001
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Weekend",2,20124,22167
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wien Live",2,20124,24600
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wiener",2,20124,5628.28
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Wiener Wirtschaft",2,20124,15514.2
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","WirtschaftsBlatt",2,20124,5673.75
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Woman",2,20124,8560.950000000001
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Kronen Zeitung",2,20124,17614.55
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","E-Media",2,20124,6457.56
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Google",2,20124,5100
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Energie!",2,20124,26200
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Bezirksblatt",2,20124,64000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","youtube.com",2,20124,5100
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Blick ins Land",2,20124,7990
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Der Winzer",2,20124,8405.65
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Österreichische Bauernzeitung",2,20124,9174.690000000001
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Die Ganze Woche",2,20124,7586.25
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","facebook.com",2,20124,27157.18
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Kosmo",2,20124,7573.5
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","VOR Magazin",2,20124,6000
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","H.O.M.E.",2,20124,5822.5
"WIEN ENERGIE Vertrieb GmbH & Co KG","AT-9","Avida",2,20124,8992.5
"Wien Holding GmbH","AT-9","Radio Arabella 92.9 - Wien",2,20124,24000
"Wien Holding GmbH","AT-9","Kurier",2,20124,11117.66
"Wien Holding GmbH","AT-9","GEWINN",2,20124,10000
"Wien Holding GmbH","AT-9","Messe & Event",2,20124,6156
"Wien Holding GmbH","AT-9","Kronen Zeitung",2,20124,19317.96
"Wien Holding GmbH","AT-9","k2kultur in centrope",2,20124,5130
"Wien Holding GmbH","AT-9","ORF III",2,20124,8000
"Wien Holding GmbH","AT-9","schau",2,20124,10080
"Wiener ArbeitnehmerInnen Förderungsfonds","AT-9","Die Gute Zeitung",2,20124,7200
"Wiener Gebietskrankenkasse","AT-9","Heute",2,20124,7479.74
"Wiener Gebietskrankenkasse","AT-9","People",2,20124,22734.86
"Wiener Gesundheitsförderung gemeinnützige GmbH","AT-9","vormagazin ges.m.b.h.",2,20124,6700
"Wiener Hafen, GmbH & Co KG","AT-9","ORF Österreichbild Infofilm über Wiener Hafen",2,20124,30000
"Wiener Hafen, GmbH & Co KG","AT-9","Kurier",2,20124,5100
"WIENER LINIEN GmbH & Co KG","AT-9","Infoscreen",2,20124,8925
"WIENER LINIEN GmbH & Co KG","AT-9","Wiener Stadthalle Programmheft",2,20124,20000
"WIENER LINIEN GmbH & Co KG","AT-9","Planet-TV/Gasometer",2,20124,30000
"WIENER LINIEN GmbH & Co KG","AT-9","Wiener Stadthalle TV",2,20124,6250
"WIENER LINIEN GmbH & Co KG","AT-9","planet.tt",2,20124,10000
"WIENER LINIEN GmbH & Co KG","AT-9","Planet Music",2,20124,9900
"WIENER LINIEN GmbH & Co KG","AT-9","Sport aktiv",2,20124,6375
"WIENER LINIEN GmbH & Co KG","AT-9","Die Ganze Woche",2,20124,7586.25
"WIENER LINIEN GmbH & Co KG","AT-9","Österreich",2,20124,6860.85
"WIENER LINIEN GmbH & Co KG","AT-9","Gesünder leben",2,20124,5355
"WIENER LINIEN GmbH & Co KG","AT-9","Wienerin",2,20124,6863.75
"WIENER LINIEN GmbH & Co KG","AT-9","Der Standard",2,20124,17400.71
"WIENER LINIEN GmbH & Co KG","AT-9","Skip",2,20124,7650
"WIENER LINIEN GmbH & Co KG","AT-9","profil",2,20124,7591.46
"WIENER LINIEN GmbH & Co KG","AT-9","Die Presse",2,20124,19143.36
"WIENER LINIEN GmbH & Co KG","AT-9","NEWS",2,20124,8103.9
"WIENER LINIEN GmbH & Co KG","AT-9","Kurier",2,20124,8633.879999999999
"WIENER LINIEN GmbH & Co KG","AT-9","Kronen Zeitung",2,20124,22117
"WIENER LINIEN GmbH & Co KG","AT-9","Heute",2,20124,14187.04
"WIENER LINIEN GmbH & Co KG","AT-9","GEWINN",2,20124,11751.2
"WIENER LINIEN GmbH & Co KG","AT-9","Falter",2,20124,9945
"WIENER LINIEN GmbH & Co KG","AT-9","Besser Wohnen",2,20124,6872.25
"WIENER LINIEN GmbH & Co KG","AT-9","Ticket Das Eventmagazin",2,20124,5344
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","ORF Regionalradios MELDESUMME",2,20124,13519.6
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","ORF Enterprise GesmbH & Co KG",2,20124,32250
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","WIENER BEZIRKSBLATT MELDESUMME",2,20124,14700
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","AVIDA MELDESUMME",2,20124,9850
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","Infoscreen",2,20124,13398
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","BESTSELLER MELDESUMME",2,20124,6207.5
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","Kurier",2,20124,25025
"Wiener Stadthalle Betriebs- und Veranstaltungsgesellschaft m.b.H.","AT-9","HORIZONT MELDESUMME",2,20124,10620.34
"WIENER STADTWERKE Holding AG","AT-9","facebook.com",2,20124,6043.88
"WIENER STADTWERKE Holding AG","AT-9","Der Standard",2,20124,5886.25
"WIENER STADTWERKE Holding AG","AT-9","karrieretipp.net",2,20124,6374.75
"WIENER STADTWERKE Holding AG","AT-9","Wien Museum",2,20124,17075
"WIENER STADTWERKE Holding AG","AT-9","MuseumsQuartier Errichtungs- und BetriebsgesmbH",2,20124,13279
"WIENER STADTWERKE Holding AG","AT-9","mqw.at",2,20124,7468
"Wiener Tourismusverband","AT-9","airberlin.com (DE)",2,20124,10000
"Wiener Tourismusverband","AT-9","cts.it (IT)",2,20124,7000
"Wiener Tourismusverband","AT-9","facebook.com",2,20124,9752.209999999999
"Wiener Tourismusverband","AT-9","Falstaff Magazin  (DE)",2,20124,16400
"Wiener Tourismusverband","AT-9","gmx.de (Newsletter) (DE)",2,20124,7300
"Wiener Tourismusverband","AT-9","Google Display Netzwerk (US)",2,20124,5569.97
"Wiener Tourismusverband","AT-9","google.com (US)",2,20124,5027.32
"Wiener Tourismusverband","AT-9","google.de",2,20124,7735.79
"Wiener Tourismusverband","AT-9","google.ru (RU)",2,20124,5027.32
"Wiener Tourismusverband","AT-9","Gulf News  (AE)",2,20124,5212.1
"Wiener Tourismusverband","AT-9","Lufthansa Exclusive Magazin (DE)",2,20124,22100
"Wiener Tourismusverband","AT-9","Lufthansa Magazin (DE)",2,20124,42000
"Wiener Tourismusverband","AT-9","Lufthansa Online Newsletter (DE)",2,20124,18200
"Wiener Tourismusverband","AT-9","Radio Company (IT)",2,20124,7250
"Wiener Tourismusverband","AT-9","Ryanair Magazine (IE)",2,20124,6666
"Wiener Tourismusverband","AT-9","skylines - Das Bordmagazin von Austrian Airlines (AT)",2,20124,12000
"Wiener Tourismusverband","AT-9","Terra Nobilis (FR)",2,20124,7500
"Wiener Tourismusverband","AT-9","Touristforum (ES)",2,20124,5700
"Wiener Tourismusverband","AT-9","tripadvisor.de (CH)",2,20124,8457.5
"Wiener Tourismusverband","AT-9","tripadvisor.es (ES)",2,20124,8211.5
"Wiener Tourismusverband","AT-9","cntraveller.ru (RU)",2,20124,13154
"Wiener Tourismusverband","AT-9","baidu.com (CN)",2,20124,15000
"Wiener Tourismusverband","AT-9","ZEIT MAGAZIN",2,20124,17000
"Wiener Tourismusverband","AT-9","xutazas.hu (HU)",2,20124,6748.5
"Wiener Tourismusverband","AT-9","vista.hu (HU)",2,20124,6748.5
"Wiener Tourismusverband","AT-9","Tripwolf.de (DE)",2,20124,5710
"Wiener Tourismusverband","AT-9","tripadvisor.it (IT)",2,20124,7561.9
"Wiener Zeitung GmbH","AT-9","Infoscreen",2,20124,17450
"Wiener Zeitung GmbH","AT-9","ORF eins",2,20124,17000
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","NEWS",2,20124,9008.84
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","medianet",2,20124,7072
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","kurier.at",2,20124,5201.76
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","derstandard.at",2,20124,6045.1
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","Der Standard",2,20124,15596.5
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","Kronen Zeitung",2,20124,15013.55
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","Infoscreen",2,20124,9796.67
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","Heute",2,20124,13999.88
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","GEWINN",2,20124,12387.5
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","diepresse.com",2,20124,5568.15
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","Österreich",2,20124,10685.93
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","trend",2,20124,6967.82
"Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.","AT-9","WirtschaftsBlatt",2,20124,25651.42
"Wirtschaftskammer Burgenland, Landesinnung Bau","AT-1","ORF 2",2,20124,9000
"Wirtschaftskammer Kärnten","AT-2","Kronen Zeitung",2,20124,16120
"Wirtschaftskammer Kärnten","AT-2","advantage",2,20124,5075
"Wirtschaftskammer Kärnten","AT-2","Kärntner Tageszeitung - KTZ",2,20124,5371.67
"Wirtschaftskammer Kärnten, Fachgruppe Bauhilfsgewerbe","AT-2","Kärntner Woche",2,20124,6285.84
"Wirtschaftskammer Kärnten, Fachgruppe Fußpfleger, Kosmetiker und Masseure","AT-2","Kärntner Woche",2,20124,13655.07
